,avg_cv_f1,avg_cv_fit_time,avg_cv_balanced_accuracy,case,avg_cv_predict_time,model_name
0,0.5337177663219078,140.42769265174866,0.4606082244176059,ternary_ovo,1.6523915926615398,AdaBoostClassifier
1,0.39221209123133266,1.8312848409016926,0.3333333333333333,ternary_ovo,0.02931674321492513,DummyClassifier
2,0.45231588485930424,341.7626582781474,0.39199913858279684,ternary_ovo,1755.2973554929097,GaussianProcessClassifier
3,0.4778207299070216,49.68490147590637,0.4017092916075357,ternary_ovo,1.026317040125529,LGBMClassifier
4,0.6015855023508451,7.454737265904744,0.54031475666062,ternary_ovo,0.4979722499847412,LogisticRegression
5,0.6024403019172163,30.930630048116047,0.5396579980732006,ternary_ovo,0.1504660447438558,MLPClassifier
6,0.4246336699077578,5.09970752398173,0.35840516191671923,ternary_ovo,0.695122241973877,RandomForestClassifier
7,0.6010252192036486,1.5530743598937988,0.5376932735971077,ternary_ovo,0.059163967768351235,RidgeClassifier
8,0.5934109135746283,3.260653018951416,0.5293917902463684,ternary_ovo,0.8659176031748453,SGDClassifier
9,0.5950531200950677,19.53237048784892,0.5198491616480756,ternary_ovo,5.962154865264893,SVC
10,0.554991850632342,234.11816954612732,0.47566966060988963,ternary_ovo,0.6757734616597494,XGBClassifier
