,param_C,mean_test_score
0,1.2404696357832288e-05,-0.9886021188391048
1,0.9785389306670665,-0.7976299879730914
2,0.000136093348365246,-0.8304651661822604
3,3.160386382061093e-05,-0.9156530494298918
4,71.46212766206634,-0.7976305866747828
5,0.741106602081463,-0.7976297952612454
6,9474.84828131499,-0.7976305949811858
7,29.820897324403727,-0.7976305749903955
8,9324.6218374883,-0.7976305949801688
9,162.6856667815611,-0.7976305913676788
10,1.695443706166163e-06,-1.0776768736456206
11,3.3550791102373125e-06,-1.059470945473219
12,1.8739348748707435e-05,-0.9570229697974242
13,0.00018106041875243264,-0.8213456550403426
14,0.00028855421909790166,-0.8108274820617298
15,0.2396348037505133,-0.7976281689493818
16,0.48545439905433874,-0.7976293799660635
17,11.380837614857116,-0.7976305425168251
18,142.1694496729682,-0.7976305908371348
19,245.07836377747594,-0.7976305926036908
20,533.1896668052995,-0.797630593922477
21,0.00014218558952369456,-0.828917175128441
22,0.00022411375384540376,-0.8159226130935662
23,0.0007055097107158616,-0.8011093812464372
24,0.003200484146760129,-0.7977743814330313
25,0.004366682535082346,-0.7976795403279473
26,0.385803884305235,-0.7976290716649153
27,0.6176829694306838,-0.7976296372078628
28,5.0595996185741665,-0.7976304769787971
29,27.239817162280595,-0.7976305730906776
30,39.162461546058054,-0.7976305797731067
31,65.75384438097448,-0.7976305859482735
32,0.1192415990850905,-0.7976258608098956
33,0.1497042931399777,-0.7976267786172969
34,0.2656143276850595,-0.7976284000774866
35,0.5657282162629093,-0.7976295503006559
36,0.6608087874024033,-0.7976296990748445
37,6.211311329383153,-0.7976304988469157
38,7.8592809431314,-0.7976305190007046
39,22.493553784527172,-0.7976305684597277
40,52.19177824358985,-0.7976305835849664
41,62.579918141571625,-0.7976305854869905
42,81.08874421334596,-0.7976305876683067
43,0.00011924159908509049,-0.8354847413304756
44,0.00014970429313997772,-0.8271668817486881
45,0.0002656143276850595,-0.8123518998892467
46,0.0005657282162629092,-0.8026015758770823
47,0.0006608087874024033,-0.8015054727884239
48,0.0062113113293831524,-0.797629948370553
49,0.007859280943131399,-0.7976153695649741
50,0.022493553784527172,-0.7976117595786919
51,0.05219177824358985,-0.7976205972612517
52,0.06257991814157163,-0.7976220563040304
53,0.08108874421334596,-0.7976238270535077
54,0.0010449775201254897,-0.7993830160060249
55,0.0011061360936306212,-0.7992078537961391
56,0.0012766236171261084,-0.7988318120656603
57,0.001542239989742183,-0.7984546446591643
58,0.001603315357044813,-0.7983911873343006
59,0.0028073452410228156,-0.7978375077890432
60,0.0029774584069966886,-0.7978070462063971
61,0.0038727059154529714,-0.7977085591139059
62,0.004779698731533934,-0.797662508170661
63,0.00500159759697349,-0.7976552728297107
64,0.0053362988524431445,-0.7976459111693852
65,0.001438193529656156,-0.798580300512032
66,0.002105052709218349,-0.7980509287364852
67,0.0034787327572491345,-0.7977420549388513
68,0.0038569712625327623,-0.7977096897086655
69,0.017091237161580453,-0.797608920605675
70,0.019983625364123802,-0.7976104577072863
71,0.04018710614032483,-0.7976181697345637
72,0.0702994791142902,-0.7976228951391627
73,0.07931005236718477,-0.7976236891154389
74,0.09420839319878609,-0.7976246970970592
75,0.001091978017567618,-0.7992461012395055
76,0.0012235370576324108,-0.7989342299252032
77,0.0016297678598041485,-0.7983657144250764
78,0.0023785041859599684,-0.7979458596796523
79,0.002570620134135737,-0.7978908323304676
80,0.00788118730229345,-0.7976152577506537
81,0.007912297893994027,-0.7976151013911142
82,0.00886525856539526,-0.7976114653312003
83,0.014997851107584437,-0.7976079310496843
84,0.016028654879927336,-0.7976083907328644
85,0.016340270386619376,-0.7976085417094181
86,0.02131755021720807,-0.797611159349107
87,0.022845519964227092,-0.7976119351885075
88,0.025015978522050987,-0.7976129724216345
89,0.02847608544258602,-0.7976144566931469
90,0.032003440880579326,-0.7976157671125759
91,0.08386005648967271,-0.7976240314079075
92,0.03355079110237313,-0.7976162841142376
93,0.18739348748707435,-0.7976275174931929
94,1.8106041875243264,-0.7976302659084564
95,2.885542190979017,-0.797630388232585
96,2396.348037505133,-0.7976305947947042
97,4854.543990543388,-0.7976305949211007
98,113808.37614857117,-0.7976305950390614
99,1421694.4967296822,-0.7976305950438966
100,2450783.6377747594,-0.7976305950440732
101,5331896.668052995,-0.7976305950442051
